timestamp,elapsed_s,li850_co2_ppm,co2_avg_ppm,target_co2_ppm,co2_error_ppm,li850_h2o_mmol_mol,li850_cellpres_kpa,li850_celltemp_c,li850_flowrate,chamber_air_temp_c,chamber_air_mol,mfc_raw_requested_mln_min,mfc_rate_limited_mln_min,mfc_setpoint_mln_min,mfc_actual_mln_min,mfc_flow_used_mln_min,manual_mfc_override_enabled,manual_mfc_flow_mln_min,co2_supply_inst_umol_s,co2_supply_avg_umol_s,A_MFC_only_umol_s,A_MFC_only_smoothed_umol_s,co2_supplied_umol_step,co2_supplied_mmol_total,feedforward_flow_mln_min,raw_feedforward_flow_mln_min,dCdt_simple_ppm_s,dCdt_regression_ppm_s,dCdt_regression_short_ppm_s,storage_simple_umol_s,storage_regression_umol_s,storage_regression_short_umol_s,A_inst_umol_s,A_from_avg_supply_umol_s,A_regression_umol_s,A_regression_short_umol_s,A_smoothed_umol_s,A_regression_smoothed_umol_s,NE_regression_umol_s,A_inst_umol_m2_s,A_from_avg_supply_umol_m2_s,A_MFC_only_umol_m2_s,A_regression_umol_m2_s,A_smoothed_umol_m2_s,control_note
2026-05-17 18:48:03,0.0,447.747,447.747,452.000,4.253,17.042500,101.122000,51.496900,0.711467,18.000000,97.330867,5.528900,5.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:08,5.4,447.699,447.597,452.000,4.403,17.032700,101.124000,51.496900,0.711887,18.000000,97.332792,6.038191,5.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.314055,1.256220,-0.00958741,,0.00250583,-0.933170,,0.243900,0.933170,0.933170,,-0.243900,0.933170,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:13,10.4,447.000,447.433,452.000,4.567,17.022700,101.127000,51.506800,0.709889,18.000000,97.335680,7.551885,5.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.615281,5.518958,-0.07465123,,-0.05433065,-7.266228,,-5.288311,7.266228,7.266228,,5.288311,4.099699,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:18,15.4,446.566,447.267,452.000,4.733,17.041500,101.124000,51.506800,0.710846,18.000000,97.332792,9.143837,5.000000,5.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.990602,7.116564,-0.07869900,,-0.06430994,-7.659994,,-6.259466,7.659994,7.659994,,6.259466,5.286464,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:24,20.9,447.262,447.099,452.000,4.901,17.040800,101.125000,51.516800,0.712851,18.000000,97.333755,10.142520,10.000000,10.000000,4.781250,4.781250,0,0.000000,3.621342,0.000000,0.000000,0.000000,1.789618,0.019585,3.770993,6.112167,-0.02365100,,-0.05441321,-2.302041,,-5.296242,5.923382,2.302041,,5.296242,4.540358,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:29,25.9,447.373,446.929,452.000,5.071,17.022900,101.124000,51.506800,0.710701,18.000000,97.332792,10.793289,10.793289,10.793289,9.950000,9.950000,0,0.000000,7.409822,0.797740,0.797740,0.132957,3.671608,0.056597,4.200436,5.488766,-0.01466293,,-0.03455817,-1.427184,,-3.363644,8.837006,2.224923,,4.161383,4.077271,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:34,30.9,447.190,446.976,452.000,5.024,17.038600,101.126000,51.510100,0.711792,18.000000,97.334717,11.035138,11.035138,11.035138,10.781250,10.781250,0,0.000000,7.999451,1.965367,1.965367,0.394730,3.976680,0.096132,4.503743,5.413664,-0.01825835,,-0.01359333,-1.777171,,-1.323103,9.776622,3.742538,,3.288470,4.021482,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:39,35.9,447.539,447.091,452.000,4.909,17.077700,101.124000,51.516800,0.711336,18.000000,97.332792,11.087550,11.087550,11.087550,11.025000,11.025000,0,0.000000,8.185161,2.934370,2.934370,0.712185,4.181867,0.136949,4.706370,5.314252,-0.00585808,,-0.00509690,-0.570184,,-0.496095,8.755344,3.504554,,3.430465,3.947635,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:44,41.4,446.283,447.132,452.000,4.868,17.083300,101.128000,51.503500,0.712191,18.000000,97.336642,11.323623,11.323623,11.323623,11.087500,11.087500,0,0.000000,8.226945,3.738718,3.738718,1.048466,4.080375,0.182074,4.995743,5.863861,-0.03570171,,-0.00676312,-3.475085,,-0.658300,11.702030,7.213803,,4.397018,4.355906,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:49,46.4,447.686,447.256,452.000,4.744,17.031200,101.125000,51.503500,0.712147,18.000000,97.333755,11.382509,11.382509,11.382509,11.318750,11.318750,0,0.000000,8.417298,4.292075,4.292075,1.372827,4.181410,0.224021,5.215211,5.873617,-0.00132590,,-0.00059574,-0.129055,,-0.057985,8.546353,4.421130,,4.350060,4.363153,,,,,,,,below deadband; feedforward + feedback
2026-05-17 18:48:54,51.4,447.241,447.274,452.000,4.726,17.033900,101.130000,51.506800,0.711033,18.000000,97.338567,11.568319,11.568319,11.568319,11.368750,11.368750,0,0.000000,8.454440,4.737488,4.737488,1.678705,4.192475,0.266265,5.424909,6.054003,-0.00992051,,0.00196763,-0.965648,,0.191526,9.420088,5.703136,,4.545962,4.497152,,,,,,,,below deadband; feedforward + feedback
