timestamp,elapsed_s,li850_co2_ppm,co2_avg_ppm,target_co2_ppm,co2_error_ppm,li850_h2o_mmol_mol,li850_cellpres_kpa,li850_celltemp_c,li850_flowrate,chamber_air_temp_c,chamber_air_mol,mfc_raw_requested_mln_min,mfc_rate_limited_mln_min,mfc_setpoint_mln_min,mfc_actual_mln_min,mfc_flow_used_mln_min,co2_supply_inst_umol_s,co2_supply_avg_umol_s,A_MFC_only_umol_s,A_MFC_only_smoothed_umol_s,co2_supplied_umol_step,co2_supplied_mmol_total,feedforward_flow_mln_min,raw_feedforward_flow_mln_min,dCdt_simple_ppm_s,dCdt_regression_ppm_s,dCdt_regression_short_ppm_s,storage_simple_umol_s,storage_regression_umol_s,storage_regression_short_umol_s,A_inst_umol_s,A_from_avg_supply_umol_s,A_regression_umol_s,A_regression_short_umol_s,A_smoothed_umol_s,A_regression_smoothed_umol_s,NE_regression_umol_s,A_inst_umol_m2_s,A_from_avg_supply_umol_m2_s,A_MFC_only_umol_m2_s,A_regression_umol_m2_s,A_smoothed_umol_m2_s,control_note
2026-05-16 18:51:17,0.0,456.469,456.469,400.000,-56.469,13.259200,100.832000,51.506800,0.714717,18.000000,97.051739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:51:22,5.0,455.765,456.139,400.000,-56.139,13.251600,100.834000,51.506800,0.713219,18.000000,97.053664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.038967,5.194836,-0.14057813,-0.03980057,-0.03980057,-13.643623,-3.862791,-3.862791,13.643623,13.643623,3.862791,3.862791,13.643623,3.862791,-3.862791,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:51:27,10.0,455.667,456.131,400.000,-56.131,13.258900,100.835000,51.503500,0.711537,18.000000,97.054627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.512989,3.409075,-0.08013684,-0.01243700,-0.01243700,-7.777651,-1.207069,-1.207069,7.777651,7.777651,1.207069,1.207069,10.710637,2.534930,-1.207069,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:51:32,15.0,456.129,456.154,400.000,-56.154,13.261500,100.837000,51.500100,0.712190,18.000000,97.056552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.617350,2.034793,-0.02265472,0.00546843,0.00546843,-2.198789,0.530747,0.530747,2.198789,2.198789,-0.530747,-0.530747,7.873354,1.513038,0.530747,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:51:37,20.5,456.363,456.194,400.000,-56.194,13.255200,100.838000,51.510100,0.713288,18.000000,97.057514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538093,1.221065,-0.00516876,0.00934766,0.00934766,-0.501667,0.907261,0.907261,0.501667,0.501667,-0.907261,-0.907261,6.030432,0.907963,0.907261,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:51:43,26.0,456.612,456.198,400.000,-56.198,13.253900,100.838000,51.510200,0.712921,18.000000,97.057514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.398866,0.841959,0.00549833,0.00516725,0.00516725,0.533654,0.501521,0.501521,-0.533654,-0.533654,-0.501521,-0.501521,4.717615,0.626066,0.501521,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:51:48,31.5,456.112,456.180,400.000,-56.180,13.260000,100.835000,51.503500,0.711159,18.000000,97.054627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.257412,0.691596,-0.01133051,0.00046134,0.00046134,-1.099679,0.044775,0.044775,1.099679,1.099679,-0.044775,-0.044775,4.114626,0.514259,0.044775,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:51:53,36.5,456.081,456.178,400.000,-56.178,13.258600,100.838000,51.510200,0.711201,18.000000,97.057514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.123984,0.590274,-0.01062787,0.00013529,0.00013529,-1.031515,0.013131,0.013131,1.031515,1.031515,-0.013131,-0.013131,3.674181,0.438918,0.013131,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:51:58,41.5,456.419,456.179,400.000,-56.179,13.262200,100.836000,51.510100,0.711970,18.000000,97.055589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.002049,0.514307,-0.00120462,0.00013379,0.00013379,-0.116915,0.012985,0.012985,0.116915,0.116915,-0.012985,-0.012985,3.229523,0.382430,0.012985,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:52:04,47.0,456.276,456.178,400.000,-56.178,13.263300,100.835000,51.503500,0.711963,18.000000,97.054627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.893041,0.457007,-0.00410579,0.00001064,0.00001064,-0.398486,0.001033,0.001033,0.398486,0.398486,-0.001033,-0.001033,2.914963,0.339823,0.001033,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:52:09,52.5,456.375,456.196,400.000,-56.196,13.257100,100.835000,51.510100,0.710367,18.000000,97.054627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.791709,0.386380,-0.00179024,0.00190977,0.00190977,-0.173752,0.185352,0.185352,0.173752,0.173752,-0.185352,-0.185352,2.640842,0.287305,0.185352,,,,,,final safety clamp; high CO2 cutoff
