timestamp,elapsed_s,li850_co2_ppm,co2_avg_ppm,target_co2_ppm,co2_error_ppm,li850_h2o_mmol_mol,li850_cellpres_kpa,li850_celltemp_c,li850_flowrate,chamber_air_temp_c,chamber_air_mol,mfc_raw_requested_mln_min,mfc_rate_limited_mln_min,mfc_setpoint_mln_min,mfc_actual_mln_min,mfc_flow_used_mln_min,co2_supply_inst_umol_s,co2_supply_avg_umol_s,A_MFC_only_umol_s,A_MFC_only_smoothed_umol_s,co2_supplied_umol_step,co2_supplied_mmol_total,feedforward_flow_mln_min,raw_feedforward_flow_mln_min,dCdt_simple_ppm_s,dCdt_regression_ppm_s,dCdt_regression_short_ppm_s,storage_simple_umol_s,storage_regression_umol_s,storage_regression_short_umol_s,A_inst_umol_s,A_from_avg_supply_umol_s,A_regression_umol_s,A_regression_short_umol_s,A_smoothed_umol_s,A_regression_smoothed_umol_s,NE_regression_umol_s,A_inst_umol_m2_s,A_from_avg_supply_umol_m2_s,A_MFC_only_umol_m2_s,A_regression_umol_m2_s,A_smoothed_umol_m2_s,control_note
2026-05-16 18:44:16,0.0,455.888,455.888,400.000,-55.888,13.291000,100.829000,51.500200,0.711476,18.000000,97.048852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:44:21,5.1,456.060,456.025,400.000,-56.025,13.276500,100.831000,51.503500,0.710733,18.000000,97.050777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.03434576,-0.01481606,-0.01481606,3.333283,-1.437910,-1.437910,-3.333283,-3.333283,1.437910,1.437910,-3.333283,1.437910,-1.437910,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:44:26,10.1,456.110,456.003,400.000,-56.003,13.284200,100.832000,51.500200,0.713901,18.000000,97.051739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.02218206,-0.00591313,-0.00591313,2.152808,-0.573879,-0.573879,-2.152808,-2.152808,0.573879,0.573879,-2.743045,1.005895,-0.573879,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:44:31,15.1,456.274,456.115,400.000,-56.115,13.265000,100.833000,51.503500,0.714751,18.000000,97.052702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.02571988,0.02154145,0.02154145,2.496184,2.090656,2.090656,-2.496184,-2.496184,-2.090656,-2.090656,-2.660758,-0.026289,2.090656,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:44:37,20.6,455.873,456.066,400.000,-56.066,13.294200,100.829000,51.506800,0.712434,18.000000,97.048852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.00073146,-0.00092069,-0.00092069,-0.070988,-0.089352,-0.089352,0.070988,0.070988,0.089352,0.089352,-1.977822,0.002621,-0.089352,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:44:42,26.1,456.114,456.042,400.000,-56.042,13.288400,100.830000,51.503500,0.712160,18.000000,97.049814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00869003,-0.00427239,-0.00427239,0.843366,-0.414634,-0.414634,-0.843366,-0.843366,0.414634,0.414634,-1.750931,0.085024,-0.414634,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:44:47,31.1,455.838,456.045,400.000,-56.045,13.288800,100.835000,51.510100,0.710366,18.000000,97.054627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.00161255,-0.00166607,-0.00166607,-0.156505,-0.161700,-0.161700,0.156505,0.156505,0.161700,0.161700,-1.433025,0.097803,-0.161700,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:44:52,36.1,456.304,456.062,400.000,-56.062,13.290200,100.831000,51.506900,0.712820,18.000000,97.050777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.01155336,0.00136893,0.00136893,1.121262,0.132856,0.132856,-1.121262,-1.121262,-0.132856,-0.132856,-1.388487,0.064852,0.132856,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:44:58,41.6,456.391,456.075,400.000,-56.075,13.297600,100.830000,51.503500,0.711737,18.000000,97.049814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.01211849,0.00270311,0.00270311,1.176097,0.262336,0.262336,-1.176097,-1.176097,-0.262336,-0.262336,-1.361938,0.023953,0.262336,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:45:03,47.1,456.024,456.083,400.000,-56.083,13.292400,100.829000,51.496900,0.712038,18.000000,97.048852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00289320,0.00258374,0.00258374,0.280782,0.250749,0.250749,-0.280782,-0.280782,-0.250749,-0.250749,-1.241810,-0.006569,0.250749,,,,,,final safety clamp; high CO2 cutoff
2026-05-16 18:45:09,52.6,455.995,456.073,400.000,-56.073,13.291700,100.832000,51.500200,0.713152,18.000000,97.051739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00203783,0.00077529,0.00077529,0.197775,0.075243,0.075243,-0.197775,-0.197775,-0.075243,-0.075243,-1.137406,-0.013436,0.075243,,,,,,final safety clamp; high CO2 cutoff
