pc_received_time,device,timestamp,epoch,time_label,elapsed_s,temp_c,rh_percent,co2_ppm,pressure_hpa,vpd_kpa,air_velocity_ms,par_raw,par_umol_m2_s,fan_speed_percent,fan_rpm,fan_dac_v
2026-05-16 18:11:58,DREAM_Sensors_4,2026-05-16 18:11:57,1778955117,18:11:57,14489.4,17.9,,,1008.85,,1.032,0.0,14.9,,,
2026-05-16 18:11:58,DREAM_Sensors_2,2026-05-16 18:11:58,1778955118,18:11:58,14485.3,21.5,31.0,432.0,1008.12,1.769,,,,,,
2026-05-16 18:11:58,DREAM_BotFan_1,2026-05-16 18:11:58,1778955118,2026-05-16 18:11:58,14521.5,14.84206,93.36842,550.0,,0.1119467,,,,91.0,5959.5,9.1
2026-05-16 18:11:59,DREAM_Sensors_4,2026-05-16 18:11:58,1778955118,18:11:58,14490.8,17.91,,,1008.79,,1.409,0.0,14.9,,,
2026-05-16 18:12:01,DREAM_Sensors_4,2026-05-16 18:12:00,1778955120,18:12:00,14492.2,17.9,,,1008.78,,1.581,0.0,14.9,,,
2026-05-16 18:12:02,DREAM_Sensors_4,2026-05-16 18:12:01,1778955121,18:12:01,14493.5,17.9,,,1008.8,,1.236,0.0,14.9,,,
2026-05-16 18:12:02,DREAM_Sensors_1,2026-05-16 18:12:01,1778955121,18:12:01,14480.6,18.5,76.21,575.0,1008.67,0.507,0.048,,,,,
2026-05-16 18:12:03,DREAM_Sensors_2,2026-05-16 18:12:03,1778955123,18:12:03,14490.3,21.49,31.02,433.0,1008.12,1.768,,,,,,
2026-05-16 18:12:03,DREAM_Sensors_3,2026-05-16 18:12:02,1778955122,18:12:02,14486.6,20.84,65.24,480.0,,0.856,0.128,,,,,
2026-05-16 18:12:03,DREAM_Sensors_4,2026-05-16 18:12:02,1778955122,18:12:02,14494.9,17.9,,,1008.83,,1.505,0.0,14.9,,,
2026-05-16 18:12:04,DREAM_BotFan_1,2026-05-16 18:12:03,1778955123,2026-05-16 18:12:03,14526.5,14.85541,93.3669,546.0,,0.11206878,,,,91.0,5959.5,9.1
2026-05-16 18:12:05,DREAM_Sensors_4,2026-05-16 18:12:04,1778955124,18:12:04,14496.4,17.91,,,1008.83,,1.623,0.0,14.9,,,
2026-05-16 18:12:06,DREAM_Sensors_4,2026-05-16 18:12:05,1778955125,18:12:05,14497.7,17.9,,,1008.8,,1.394,0.0,14.9,,,
2026-05-16 18:12:07,DREAM_Sensors_1,2026-05-16 18:12:06,1778955126,18:12:06,14485.6,18.5,76.22,574.0,1008.67,0.507,0.0,,,,,
2026-05-16 18:12:08,DREAM_Sensors_4,2026-05-16 18:12:06,1778955126,18:12:06,14499.1,17.91,,,1008.83,,1.428,0.0,14.9,,,
2026-05-16 18:12:08,DREAM_Sensors_3,2026-05-16 18:12:07,1778955127,18:12:07,14491.6,20.82,65.27,480.0,,0.854,0.076,,,,,
2026-05-16 18:12:08,DREAM_Sensors_2,2026-05-16 18:12:08,1778955128,18:12:08,14495.3,21.47,31.04,433.0,1008.11,1.766,,,,,,
2026-05-16 18:12:08,DREAM_BotFan_1,2026-05-16 18:12:08,1778955128,2026-05-16 18:12:08,14531.5,14.850076,93.35164,555.0,,0.11228824,,,,91.0,5959.5,9.1
2026-05-16 18:12:09,DREAM_Sensors_4,2026-05-16 18:12:08,1778955128,18:12:08,14500.4,17.91,,,1008.8,,1.403,0.0,14.9,,,
2026-05-16 18:12:10,DREAM_Sensors_4,2026-05-16 18:12:09,1778955129,18:12:09,14501.7,17.9,,,1008.8,,0.894,0.0,14.9,,,
2026-05-16 18:12:12,DREAM_Sensors_4,2026-05-16 18:12:11,1778955131,18:12:11,14503.2,17.9,,,1008.82,,1.321,0.0,14.9,,,
2026-05-16 18:12:12,DREAM_Sensors_1,2026-05-16 18:12:11,1778955131,18:12:11,14490.6,18.5,76.22,576.0,1008.66,0.507,0.02,,,,,
2026-05-16 18:12:13,DREAM_Sensors_2,2026-05-16 18:12:13,1778955133,18:12:13,14500.3,21.47,30.99,433.0,1008.13,1.766,,,,,,
2026-05-16 18:12:13,DREAM_Sensors_3,2026-05-16 18:12:12,1778955132,18:12:12,14496.6,20.83,65.28,481.0,,0.855,0.078,,,,,
2026-05-16 18:12:13,DREAM_Sensors_4,2026-05-16 18:12:12,1778955132,18:12:12,14504.6,17.9,,,1008.8,,1.466,0.0,14.9,,,
2026-05-16 18:12:13,DREAM_BotFan_1,2026-05-16 18:12:13,1778955133,2026-05-16 18:12:13,14536.5,14.844728,93.35316,560.0,,0.11222388,,,,91.0,5959.5,9.1
2026-05-16 18:12:14,DREAM_Sensors_4,2026-05-16 18:12:13,1778955133,18:12:13,14505.9,17.9,,,1008.8,,1.454,0.0,14.9,,,
2026-05-16 18:12:16,DREAM_Sensors_4,2026-05-16 18:12:15,1778955135,18:12:15,14507.2,17.9,,,1008.79,,1.499,0.0,14.9,,,
2026-05-16 18:12:17,DREAM_Sensors_4,2026-05-16 18:12:16,1778955136,18:12:16,14508.6,17.9,,,1008.79,,1.296,0.0,14.9,,,
2026-05-16 18:12:17,DREAM_Sensors_1,2026-05-16 18:12:16,1778955136,18:12:16,14495.6,18.5,76.22,577.0,1008.66,0.507,0.073,,,,,
2026-05-16 18:12:18,DREAM_Sensors_3,2026-05-16 18:12:17,1778955137,18:12:17,14501.6,20.83,65.29,481.0,,0.854,0.098,,,,,
2026-05-16 18:12:18,DREAM_Sensors_2,2026-05-16 18:12:18,1778955138,18:12:18,14505.3,21.47,30.96,433.0,1008.08,1.767,,,,,,
2026-05-16 18:12:18,DREAM_BotFan_1,2026-05-16 18:12:18,1778955138,2026-05-16 18:12:18,14541.5,14.85809,93.36536,556.0,,0.11211396,,,,91.0,5955.9,9.1
2026-05-16 18:12:18,DREAM_Sensors_4,2026-05-16 18:12:17,1778955137,18:12:17,14509.9,17.92,,,1008.86,,1.415,0.0,14.9,,,
2026-05-16 18:12:20,DREAM_Sensors_4,2026-05-16 18:12:19,1778955139,18:12:19,14511.2,17.91,,,1008.88,,1.177,0.0,14.9,,,
2026-05-16 18:12:21,DREAM_Sensors_4,2026-05-16 18:12:20,1778955140,18:12:20,14512.7,17.92,,,1008.84,,1.36,0.0,14.9,,,
2026-05-16 18:12:22,DREAM_Sensors_1,2026-05-16 18:12:21,1778955141,18:12:21,14500.6,18.5,76.21,577.0,1008.66,0.507,0.0,,,,,
2026-05-16 18:12:22,DREAM_Sensors_4,2026-05-16 18:12:21,1778955141,18:12:21,14514.0,17.92,,,1008.83,,1.329,0.0,14.9,,,
2026-05-16 18:12:23,DREAM_Sensors_3,2026-05-16 18:12:22,1778955142,18:12:22,14506.6,20.82,65.3,481.0,,0.853,0.065,,,,,
2026-05-16 18:12:23,DREAM_Sensors_2,2026-05-16 18:12:23,1778955143,18:12:23,14510.3,21.47,31.0,433.0,1008.11,1.766,,,,,,
2026-05-16 18:12:23,DREAM_BotFan_1,2026-05-16 18:12:23,1778955143,2026-05-16 18:12:23,14546.5,14.850076,93.38216,553.0,,0.11177256,,,,91.0,6068.0,9.1
2026-05-16 18:12:24,DREAM_Sensors_4,2026-05-16 18:12:23,1778955143,18:12:23,14515.3,17.9,,,1008.79,,1.364,0.0,14.9,,,
2026-05-16 18:12:25,DREAM_Sensors_4,2026-05-16 18:12:24,1778955144,18:12:24,14516.9,17.9,,,1008.79,,1.308,0.0,14.9,,,
2026-05-16 18:12:27,DREAM_Sensors_4,2026-05-16 18:12:26,1778955146,18:12:26,14518.2,17.9,,,1008.81,,1.37,0.0,14.9,,,
2026-05-16 18:12:27,DREAM_Sensors_1,2026-05-16 18:12:26,1778955146,18:12:26,14505.6,18.5,76.19,578.0,1008.66,0.507,0.043,,,,,
2026-05-16 18:12:28,DREAM_Sensors_3,2026-05-16 18:12:27,1778955147,18:12:27,14511.6,20.8,65.31,482.0,,0.852,0.053,,,,,
2026-05-16 18:12:28,DREAM_Sensors_2,2026-05-16 18:12:28,1778955148,18:12:28,14515.3,21.46,30.99,432.0,1008.11,1.766,,,,,,
2026-05-16 18:12:28,DREAM_Sensors_4,2026-05-16 18:12:27,1778955147,18:12:27,14519.7,17.89,,,1008.8,,1.35,0.0,14.9,,,
2026-05-16 18:12:28,DREAM_BotFan_1,2026-05-16 18:12:28,1778955148,2026-05-16 18:12:28,14551.5,14.852744,93.3669,546.0,,0.1120491,,,,91.0,5851.4,9.1
2026-05-16 18:12:30,DREAM_Sensors_4,2026-05-16 18:12:29,1778955149,18:12:29,14521.2,17.9,,,1008.82,,1.364,0.0,14.9,,,
2026-05-16 18:12:31,DREAM_Sensors_4,2026-05-16 18:12:30,1778955150,18:12:30,14522.7,17.89,,,1008.79,,1.161,0.0,14.9,,,
2026-05-16 18:12:32,DREAM_Sensors_1,2026-05-16 18:12:31,1778955151,18:12:31,14510.6,18.5,76.22,579.0,1008.65,0.507,0.101,,,,,
2026-05-16 18:12:33,DREAM_Sensors_4,2026-05-16 18:12:31,1778955151,18:12:31,14524.0,17.9,,,1008.81,,1.406,0.0,14.9,,,
2026-05-16 18:12:33,DREAM_Sensors_3,2026-05-16 18:12:32,1778955152,18:12:32,14516.6,20.8,65.27,484.0,,0.853,0.063,,,,,
2026-05-16 18:12:33,DREAM_Sensors_2,2026-05-16 18:12:33,1778955153,18:12:33,14520.3,21.46,31.02,432.0,1008.12,1.765,,,,,,
2026-05-16 18:12:33,DREAM_BotFan_1,2026-05-16 18:12:33,1778955153,2026-05-16 18:12:33,14556.5,14.86609,93.36384,551.0,,0.1121979,,,,91.0,5955.9,9.1
2026-05-16 18:12:34,DREAM_Sensors_4,2026-05-16 18:12:33,1778955153,18:12:33,14525.4,17.9,,,1008.81,,1.518,0.0,14.9,,,
2026-05-16 18:12:35,DREAM_Sensors_4,2026-05-16 18:12:34,1778955154,18:12:34,14526.7,17.9,,,1008.76,,1.592,0.0,14.9,,,
2026-05-16 18:12:37,DREAM_Sensors_4,2026-05-16 18:12:36,1778955156,18:12:36,14528.1,17.89,,,1008.76,,1.426,0.0,14.9,,,
2026-05-16 18:12:37,DREAM_Sensors_1,2026-05-16 18:12:36,1778955156,18:12:36,14515.6,18.5,76.19,578.0,1008.65,0.507,0.03,,,,,
2026-05-16 18:12:38,DREAM_Sensors_3,2026-05-16 18:12:37,1778955157,18:12:37,14521.6,20.82,65.28,484.0,,0.854,0.179,,,,,
2026-05-16 18:12:38,DREAM_Sensors_2,2026-05-16 18:12:38,1778955158,18:12:38,14525.3,21.46,30.98,432.0,1008.09,1.766,,,,,,
2026-05-16 18:12:38,DREAM_Sensors_4,2026-05-16 18:12:37,1778955157,18:12:37,14529.4,17.9,,,1008.82,,1.38,0.0,14.9,,,
2026-05-16 18:12:38,DREAM_BotFan_1,2026-05-16 18:12:38,1778955158,2026-05-16 18:12:38,14561.5,14.83138,93.3547,550.0,,0.11210132,,,,91.0,5851.4,9.1
2026-05-16 18:12:39,DREAM_Sensors_4,2026-05-16 18:12:38,1778955158,18:12:38,14530.8,17.9,,,1008.77,,1.386,0.0,14.9,,,
2026-05-16 18:12:41,DREAM_Sensors_4,2026-05-16 18:12:40,1778955160,18:12:40,14532.2,17.89,,,1008.83,,1.279,0.0,14.9,,,
2026-05-16 18:12:42,DREAM_Sensors_4,2026-05-16 18:12:41,1778955161,18:12:41,14533.5,17.92,,,1008.83,,1.46,0.0,14.9,,,
2026-05-16 18:12:42,DREAM_Sensors_1,2026-05-16 18:12:41,1778955161,18:12:41,14520.6,18.5,76.18,579.0,1008.65,0.507,0.0,,,,,
2026-05-16 18:12:43,DREAM_Sensors_3,2026-05-16 18:12:42,1778955162,18:12:42,14526.6,20.82,65.28,483.0,,0.854,0.053,,,,,
2026-05-16 18:12:43,DREAM_Sensors_2,2026-05-16 18:12:43,1778955163,18:12:43,14530.3,21.46,31.0,431.0,1008.09,1.765,,,,,,
2026-05-16 18:12:43,DREAM_Sensors_4,2026-05-16 18:12:42,1778955162,18:12:42,14534.9,17.89,,,1008.8,,1.542,0.0,14.9,,,
2026-05-16 18:12:43,DREAM_BotFan_1,2026-05-16 18:12:43,1778955163,2026-05-16 18:12:43,14566.5,14.863424,93.3501,551.0,,0.1124109,,,,91.0,5955.9,9.1
2026-05-16 18:12:45,DREAM_Sensors_4,2026-05-16 18:12:44,1778955164,18:12:44,14536.2,17.9,,,1008.74,,1.477,0.0,14.9,,,
2026-05-16 18:12:46,DREAM_Sensors_4,2026-05-16 18:12:45,1778955165,18:12:45,14537.7,17.89,,,1008.81,,1.576,0.0,14.9,,,
2026-05-16 18:12:47,DREAM_Sensors_1,2026-05-16 18:12:46,1778955166,18:12:46,14525.6,18.5,76.2,578.0,1008.65,0.507,0.086,,,,,
2026-05-16 18:12:47,DREAM_Sensors_4,2026-05-16 18:12:46,1778955166,18:12:46,14539.0,17.9,,,1008.81,,1.519,0.0,14.9,,,
2026-05-16 18:12:48,DREAM_Sensors_3,2026-05-16 18:12:47,1778955167,18:12:47,14531.6,20.83,65.3,484.0,,0.854,0.088,,,,,
2026-05-16 18:12:48,DREAM_Sensors_2,2026-05-16 18:12:48,1778955168,18:12:48,14535.3,21.46,31.0,430.0,1008.15,1.765,,,,,,
2026-05-16 18:12:48,DREAM_BotFan_1,2026-05-16 18:12:48,1778955168,2026-05-16 18:12:48,14571.5,14.863424,93.31806,552.0,,0.112952,,,,91.0,5959.5,9.1
2026-05-16 18:12:49,DREAM_Sensors_4,2026-05-16 18:12:48,1778955168,18:12:48,14540.3,17.9,,,1008.75,,1.395,0.0,14.9,,,
2026-05-16 18:12:50,DREAM_Sensors_4,2026-05-16 18:12:49,1778955169,18:12:49,14541.7,17.89,,,1008.77,,1.352,0.0,14.9,,,
2026-05-16 18:12:51,DREAM_Sensors_4,2026-05-16 18:12:50,1778955170,18:12:50,14543.0,17.9,,,1008.8,,1.326,0.0,14.9,,,
2026-05-16 18:12:52,DREAM_Sensors_1,2026-05-16 18:12:51,1778955171,18:12:51,14530.6,18.5,76.18,578.0,1008.65,0.507,0.156,,,,,
2026-05-16 18:12:53,DREAM_Sensors_3,2026-05-16 18:12:52,1778955172,18:12:52,14536.6,20.83,65.29,484.0,,0.854,0.055,,,,,
2026-05-16 18:12:53,DREAM_Sensors_4,2026-05-16 18:12:52,1778955172,18:12:52,14544.4,17.89,,,1008.81,,1.219,0.0,14.9,,,
2026-05-16 18:12:53,DREAM_Sensors_2,2026-05-16 18:12:53,1778955173,18:12:53,14540.3,21.45,30.97,429.0,1008.11,1.765,,,,,,
2026-05-16 18:12:53,DREAM_BotFan_1,2026-05-16 18:12:53,1778955173,2026-05-16 18:12:53,14576.5,14.860756,93.31806,552.0,,0.1129328,,,,91.0,5955.9,9.1
2026-05-16 18:12:54,DREAM_Sensors_4,2026-05-16 18:12:53,1778955173,18:12:53,14545.7,17.89,,,1008.78,,1.312,0.0,14.9,,,
2026-05-16 18:12:56,DREAM_Sensors_4,2026-05-16 18:12:54,1778955174,18:12:54,14547.1,17.89,,,1008.77,,1.343,0.0,14.9,,,
2026-05-16 18:12:57,DREAM_Sensors_4,2026-05-16 18:12:56,1778955176,18:12:56,14548.4,17.89,,,1008.81,,1.414,0.0,14.9,,,
2026-05-16 18:12:57,DREAM_Sensors_1,2026-05-16 18:12:56,1778955176,18:12:56,14535.6,18.5,76.19,576.0,1008.65,0.507,0.106,,,,,
2026-05-16 18:12:58,DREAM_Sensors_3,2026-05-16 18:12:57,1778955177,18:12:57,14541.6,20.83,65.27,484.0,,0.855,0.063,,,,,
2026-05-16 18:12:58,DREAM_Sensors_2,2026-05-16 18:12:58,1778955178,18:12:58,14545.3,21.45,30.91,430.0,1008.1,1.766,,,,,,
2026-05-16 18:12:58,DREAM_Sensors_4,2026-05-16 18:12:57,1778955177,18:12:57,14549.8,17.9,,,1008.82,,1.372,0.0,14.9,,,
2026-05-16 18:12:58,DREAM_BotFan_1,2026-05-16 18:12:58,1778955178,2026-05-16 18:12:58,14581.5,14.84741,93.28906,551.0,,0.11332512,,,,91.0,5959.5,9.1
2026-05-16 18:13:00,DREAM_Sensors_4,2026-05-16 18:12:58,1778955178,18:12:58,14551.1,17.9,,,1008.83,,1.293,0.0,14.9,,,
2026-05-16 18:13:01,DREAM_Sensors_4,2026-05-16 18:13:00,1778955180,18:13:00,14552.4,17.89,,,1008.82,,1.414,0.0,14.9,,,
2026-05-16 18:13:02,DREAM_Sensors_1,2026-05-16 18:13:01,1778955181,18:13:01,14540.6,18.5,76.17,577.0,1008.66,0.507,0.141,,,,,
2026-05-16 18:13:02,DREAM_Sensors_4,2026-05-16 18:13:01,1778955181,18:13:01,14553.8,17.89,,,1008.79,,1.443,0.0,14.9,,,
2026-05-16 18:13:03,DREAM_Sensors_3,2026-05-16 18:13:02,1778955182,18:13:02,14546.6,20.84,65.29,485.0,,0.855,0.103,,,,,
2026-05-16 18:13:03,DREAM_Sensors_2,2026-05-16 18:13:03,1778955183,18:13:03,14550.3,21.45,30.98,430.0,1008.09,1.764,,,,,,
2026-05-16 18:13:03,DREAM_BotFan_1,2026-05-16 18:13:03,1778955183,2026-05-16 18:13:03,14586.5,14.84741,93.32112,554.0,,0.11278404,,,,91.0,5851.4,9.1
2026-05-16 18:13:04,DREAM_Sensors_4,2026-05-16 18:13:02,1778955182,18:13:02,14555.1,17.89,,,1008.81,,1.449,0.0,14.9,,,
2026-05-16 18:13:05,DREAM_Sensors_4,2026-05-16 18:13:04,1778955184,18:13:04,14556.4,17.9,,,1008.82,,1.527,0.0,14.9,,,
2026-05-16 18:13:06,DREAM_Sensors_4,2026-05-16 18:13:05,1778955185,18:13:05,14557.8,17.89,,,1008.81,,1.236,0.0,14.9,,,
2026-05-16 18:13:07,DREAM_Sensors_1,2026-05-16 18:13:06,1778955186,18:13:06,14545.6,18.5,76.17,578.0,1008.66,0.507,0.161,,,,,
2026-05-16 18:13:08,DREAM_Sensors_3,2026-05-16 18:13:07,1778955187,18:13:07,14551.6,20.83,65.26,484.0,,0.855,0.055,,,,,
2026-05-16 18:13:08,DREAM_Sensors_2,2026-05-16 18:13:08,1778955188,18:13:08,14555.3,21.43,30.98,430.0,1008.08,1.763,,,,,,
2026-05-16 18:13:08,DREAM_Sensors_4,2026-05-16 18:13:07,1778955187,18:13:07,14559.3,17.92,,,1008.85,,1.428,0.0,14.9,,,
2026-05-16 18:13:09,DREAM_Sensors_4,2026-05-16 18:13:08,1778955188,18:13:08,14560.7,17.89,,,1008.79,,1.273,0.0,14.9,,,
2026-05-16 18:13:11,DREAM_Sensors_4,2026-05-16 18:13:10,1778955190,18:13:10,14562.1,17.89,,,1008.84,,1.256,0.0,14.9,,,
2026-05-16 18:13:12,DREAM_BotFan_1,2026-05-16 18:13:08,1778955188,2026-05-16 18:13:08,14591.5,14.84206,93.2906,553.0,,0.11326028,,,,91.0,6301.2,9.1
2026-05-16 18:13:12,DREAM_Sensors_4,2026-05-16 18:13:11,1778955191,18:13:11,14563.4,17.9,,,1008.79,,1.446,0.0,14.9,,,
2026-05-16 18:13:12,DREAM_Sensors_1,2026-05-16 18:13:11,1778955191,18:13:11,14550.6,18.5,76.19,577.0,1008.65,0.507,0.0,,,,,
2026-05-16 18:13:13,DREAM_Sensors_3,2026-05-16 18:13:12,1778955192,18:13:12,14556.6,20.84,65.26,484.0,,0.855,0.035,,,,,
2026-05-16 18:13:13,DREAM_Sensors_2,2026-05-16 18:13:13,1778955193,18:13:13,14560.3,21.42,31.04,431.0,1008.08,1.76,,,,,,
2026-05-16 18:13:13,DREAM_Sensors_4,2026-05-16 18:13:12,1778955192,18:13:12,14564.8,17.9,,,1008.8,,1.169,0.0,14.9,,,
2026-05-16 18:13:13,DREAM_BotFan_1,2026-05-16 18:13:13,1778955193,2026-05-16 18:13:13,14596.5,14.84741,93.30434,557.0,,0.11306752,,,,91.0,5851.4,9.1
2026-05-16 18:13:15,DREAM_Sensors_4,2026-05-16 18:13:14,1778955194,18:13:14,14566.2,17.89,,,1008.81,,1.493,0.0,14.9,,,
2026-05-16 18:13:16,DREAM_Sensors_4,2026-05-16 18:13:15,1778955195,18:13:15,14567.5,17.9,,,1008.78,,1.694,0.0,14.9,,,
2026-05-16 18:13:17,DREAM_Sensors_1,2026-05-16 18:13:16,1778955196,18:13:16,14555.6,18.5,76.18,575.0,1008.66,0.507,0.018,,,,,
2026-05-16 18:13:17,DREAM_Sensors_4,2026-05-16 18:13:16,1778955196,18:13:16,14568.8,17.89,,,1008.78,,1.682,0.0,14.9,,,
2026-05-16 18:13:18,DREAM_Sensors_3,2026-05-16 18:13:17,1778955197,18:13:17,14561.6,20.85,65.26,484.0,,0.856,0.078,,,,,
2026-05-16 18:13:18,DREAM_Sensors_2,2026-05-16 18:13:18,1778955198,18:13:18,14565.3,21.42,30.98,429.0,1008.12,1.761,,,,,,
2026-05-16 18:13:18,DREAM_BotFan_1,2026-05-16 18:13:18,1778955198,2026-05-16 18:13:18,14601.5,14.874104,93.30128,551.0,,0.11331428,,,,91.0,5851.4,9.1
