timestamp,elapsed_s,li850_co2_ppm,co2_avg_ppm,target_co2_ppm,co2_error_ppm,li850_h2o_mmol_mol,li850_cellpres_kpa,li850_celltemp_c,li850_flowrate,chamber_air_temp_c,chamber_air_mol,mfc_raw_requested_mln_min,mfc_rate_limited_mln_min,mfc_setpoint_mln_min,mfc_actual_mln_min,mfc_flow_used_mln_min,co2_supply_inst_umol_s,co2_supply_avg_umol_s,A_MFC_only_umol_s,A_MFC_only_smoothed_umol_s,co2_supplied_umol_step,co2_supplied_mmol_total,feedforward_flow_mln_min,raw_feedforward_flow_mln_min,dCdt_simple_ppm_s,dCdt_regression_ppm_s,dCdt_regression_short_ppm_s,storage_simple_umol_s,storage_regression_umol_s,storage_regression_short_umol_s,A_inst_umol_s,A_from_avg_supply_umol_s,A_regression_umol_s,A_regression_short_umol_s,A_smoothed_umol_s,A_regression_smoothed_umol_s,A_inst_umol_m2_s,A_from_avg_supply_umol_m2_s,A_MFC_only_umol_m2_s,A_regression_umol_m2_s,A_smoothed_umol_m2_s,control_note
2026-05-15 17:49:53,0.0,400.644,400.644,452.000,51.356,13.567900,100.338000,51.516800,0.711071,18.000000,96.576260,50.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,below deadband; feedforward + feedback
2026-05-15 17:49:58,5.4,400.334,400.651,452.000,51.349,13.565800,100.338000,51.503500,0.711413,18.000000,96.576260,50.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.471729,7.358647,-0.06197259,-0.05665744,-0.05665744,-5.985081,-5.471764,-5.471764,5.985081,5.985081,5.471764,5.471764,5.985081,5.471764,,,,,,below deadband; feedforward + feedback
2026-05-15 17:50:03,10.4,400.473,400.623,452.000,51.377,13.571700,100.344000,51.503500,0.713673,18.000000,96.582035,50.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.164145,4.933805,-0.01709618,-0.01931644,-0.01931644,-1.651184,-1.865621,-1.865621,1.651184,1.651184,1.865621,1.865621,3.818132,3.668693,,,,,,below deadband; feedforward + feedback
2026-05-15 17:50:09,15.9,400.006,400.550,452.000,51.450,13.569500,100.341000,51.516800,0.709357,18.000000,96.579147,50.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.641505,4.550947,-0.04115557,-0.02914327,-0.02914327,-3.974770,-2.814633,-2.814633,3.974770,3.974770,2.814633,2.814633,3.870345,3.384006,,,,,,below deadband; feedforward + feedback
2026-05-15 17:50:14,20.9,400.395,400.472,452.000,51.528,13.575900,100.342000,51.510200,0.708459,18.000000,96.580110,50.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.974528,4.306620,-0.01214504,-0.02751391,-0.02751391,-1.172970,-2.657297,-2.657297,1.172970,1.172970,2.657297,2.657297,3.196001,3.202329,,,,,,below deadband; feedforward + feedback
2026-05-15 17:50:19,26.4,400.358,400.375,452.000,51.625,13.576000,100.339000,51.506800,0.709480,18.000000,96.577222,50.000000,6.000000,6.000000,3.131250,3.131250,2.365523,0.000000,0.000000,0.000000,1.211815,0.072427,3.175646,3.980119,-0.01099950,-0.02058897,-0.02058897,-1.062301,-1.988426,-1.988426,3.427824,1.062301,1.988426,1.988426,2.769261,2.959548,,,,,,below deadband; feedforward + feedback
2026-05-15 17:50:25,31.9,400.006,400.260,452.000,51.740,13.575800,100.341000,51.506800,0.710241,18.000000,96.579147,50.000000,9.000000,9.000000,3.081250,3.081250,1.854310,1.952116,1.952116,0.278874,0.950082,0.074536,3.381224,4.203538,-0.02025324,-0.02075204,-0.02075204,-1.956041,-2.004214,-2.004214,3.810351,3.908157,3.956331,3.956331,2.959077,3.125679,,,,,,below deadband; feedforward + feedback
2026-05-15 17:50:30,37.4,399.998,400.183,452.000,51.817,13.578300,100.338000,51.506800,0.711865,18.000000,96.576260,50.000000,12.000000,12.000000,8.918750,8.918750,6.645772,2.630593,2.630593,0.572839,3.401471,0.110788,3.601536,4.482784,-0.01745894,-0.02017663,-0.02017663,-1.686119,-1.948584,-1.948584,8.331891,4.316712,4.579177,4.579177,3.153025,3.333321,,,,,,below deadband; feedforward + feedback
2026-05-15 17:50:35,42.4,399.904,400.062,452.000,51.938,13.582600,100.341000,51.503500,0.713386,18.000000,96.579147,50.000000,15.000000,15.000000,11.943750,11.943750,8.895110,2.352725,2.352725,0.770604,4.565365,0.154648,3.810141,4.644562,-0.01761856,-0.02011782,-0.02011782,-1.701586,-1.942962,-1.942962,10.596696,4.054311,4.295686,4.295686,3.265686,3.453617,,,,,,below deadband; feedforward + feedback
2026-05-15 17:50:41,47.9,399.536,399.948,452.000,52.052,13.577900,100.343000,51.506800,0.708526,18.000000,96.581072,50.000000,18.000000,18.000000,14.962500,14.962500,11.116564,2.990108,2.990108,0.992554,5.698167,0.215266,4.022054,4.869705,-0.02332578,-0.02039967,-0.02039967,-2.252829,-1.970222,-1.970222,13.369393,5.242937,4.960330,4.960330,3.485380,3.621029,,,,,,below deadband; feedforward + feedback
2026-05-15 17:50:46,52.9,399.515,399.830,452.000,52.170,13.584900,100.341000,51.503500,0.714615,18.000000,96.579147,50.000000,21.000000,21.000000,17.975000,17.975000,13.370550,3.688679,3.688679,1.237657,6.841900,0.281585,4.247689,5.150228,-0.02150431,-0.02089755,-0.02089755,-2.076868,-2.018268,-2.018268,15.447418,5.765547,5.706947,5.706947,3.713397,3.829621,,,,,,below deadband; feedforward + feedback
