timestamp,elapsed_s,li850_co2_ppm,co2_avg_ppm,target_co2_ppm,co2_error_ppm,li850_h2o_mmol_mol,li850_cellpres_kpa,li850_celltemp_c,li850_flowrate,chamber_air_temp_c,chamber_air_mol,mfc_raw_requested_mln_min,mfc_rate_limited_mln_min,mfc_setpoint_mln_min,mfc_actual_mln_min,mfc_flow_used_mln_min,co2_supply_inst_umol_s,co2_supply_avg_umol_s,co2_supplied_umol_step,co2_supplied_mmol_total,feedforward_flow_mln_min,raw_feedforward_flow_mln_min,dCdt_simple_ppm_s,dCdt_regression_ppm_s,dCdt_regression_short_ppm_s,storage_simple_umol_s,storage_regression_umol_s,storage_regression_short_umol_s,A_inst_umol_s,A_from_avg_supply_umol_s,A_regression_umol_s,A_regression_short_umol_s,A_smoothed_umol_s,A_regression_smoothed_umol_s,A_inst_umol_m2_s,A_from_avg_supply_umol_m2_s,A_regression_umol_m2_s,A_smoothed_umol_m2_s,control_note
2026-05-06 16:34:03,0.0,382.764,382.764,450.000,67.236,14.358300,100.810000,51.508500,0.702349,18.000000,97.030564,30.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,below deadband; feedforward + feedback
2026-05-06 16:34:14,10.9,383.219,382.501,450.000,67.499,14.366400,100.809000,51.506800,0.716140,18.000000,97.029602,30.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.04136388,0.00163589,0.00163589,4.013521,0.158730,0.158730,-4.013521,-4.013521,-0.158730,-0.158730,-4.013521,-0.158730,,,,,below deadband; feedforward + feedback
2026-05-06 16:34:25,21.9,382.138,382.340,450.000,67.660,14.365400,100.808000,51.501900,0.713231,18.000000,97.028639,30.000000,3.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.271661,1.358305,-0.02845475,-0.02245475,-0.02245475,-2.760925,-2.178754,-2.178754,2.760925,2.760925,2.178754,2.178754,-0.626298,1.010012,,,,,below deadband; feedforward + feedback
2026-05-06 16:34:36,32.9,381.822,382.174,450.000,67.826,14.367300,100.809000,51.513500,0.714852,18.000000,97.029602,30.000000,6.000000,6.000000,3.025000,3.025000,2.240043,0.000000,2.254809,0.022092,0.594407,1.885390,-0.02854550,-0.02252722,-0.02252722,-2.769758,-2.185807,-2.185807,5.009801,2.769758,2.185807,2.185807,0.505721,1.401944,,,,,below deadband; feedforward + feedback
2026-05-06 16:34:47,43.9,381.792,381.927,450.000,68.073,14.367200,100.808000,51.515200,0.716546,18.000000,97.028639,30.000000,9.000000,9.000000,5.968750,5.968750,4.442908,0.444136,4.478345,0.070500,0.927257,2.258659,-0.02209146,-0.02131365,-0.02131365,-2.143504,-2.068034,-2.068034,6.586412,2.587640,2.512170,2.512170,1.026201,1.679500,,,,,below deadband; feedforward + feedback
2026-05-06 16:34:58,54.9,381.869,381.854,450.000,68.146,14.356700,100.806000,51.505200,0.717232,18.000000,97.026714,30.000000,12.000000,12.000000,8.975000,8.975000,6.678304,1.286081,6.726706,0.143734,1.246287,2.522404,-0.01627308,-0.01416105,-0.01416105,-1.578924,-1.374000,-1.374000,8.257227,2.865005,2.660081,2.660081,1.393961,1.875616,,,,,below deadband; feedforward + feedback
2026-05-06 16:35:09,65.9,382.455,381.935,450.000,68.065,14.368000,100.808000,51.503500,0.717191,18.000000,97.028639,30.000000,15.000000,15.000000,11.981250,11.981250,8.913700,2.250500,8.980301,0.241524,1.552115,2.775428,-0.00162715,-0.00777070,-0.00543810,-0.157880,-0.753980,-0.527651,9.071580,2.408380,3.004480,2.778151,1.563031,2.063760,,,,,below deadband; feedforward + feedback
2026-05-06 16:35:20,76.9,382.079,382.183,450.000,67.817,14.372600,100.807000,51.503500,0.715686,18.000000,97.027677,30.000000,18.000000,18.000000,14.987500,14.987500,11.130506,3.267707,11.208356,0.363319,1.848164,3.032361,-0.00181359,-0.00137501,0.00842917,-0.175969,-0.133414,0.817863,11.306475,3.443676,3.401122,2.449845,1.831695,2.254812,,,,,below deadband; feedforward + feedback
2026-05-06 16:35:31,87.9,384.247,382.762,450.000,67.238,14.363000,100.808000,51.505200,0.717757,18.000000,97.028639,30.000000,21.000000,21.000000,17.993750,17.993750,13.379844,4.309264,13.502270,0.510279,2.122830,3.221494,0.03630578,0.00957825,0.03266920,3.522700,0.929364,3.169848,9.857144,0.786564,3.379900,1.139416,1.701053,2.395448,,,,,below deadband; feedforward + feedback
2026-05-06 16:35:42,98.9,385.139,383.657,450.000,66.343,14.368500,100.809000,51.505200,0.716711,18.000000,97.029602,30.000000,24.000000,24.000000,20.987500,20.987500,15.610593,5.374464,15.735376,0.681797,2.351814,3.267748,0.06069712,0.02751196,0.05664585,5.889417,2.669474,5.496324,9.721176,-0.514953,2.704990,-0.121861,1.454831,2.429842,,,,,below deadband; feedforward + feedback
2026-05-06 16:35:53,109.9,387.370,384.892,450.000,65.108,14.363100,100.806000,51.503500,0.716329,18.000000,97.026714,30.000000,27.000000,27.000000,23.987500,23.987500,17.845989,6.882634,17.972710,0.875402,2.602654,3.606013,0.08742546,0.04924019,0.08166528,8.482606,4.777614,7.923714,9.363384,-1.599971,2.105020,-1.041080,1.723003,2.681369,,,,,below deadband; feedforward + feedback
