timestamp,elapsed_s,li850_co2_ppm,co2_avg_ppm,target_co2_ppm,co2_error_ppm,li850_h2o_mmol_mol,li850_cellpres_kpa,li850_celltemp_c,li850_flowrate,chamber_air_temp_c,chamber_air_mol,mfc_raw_requested_mln_min,mfc_rate_limited_mln_min,mfc_setpoint_mln_min,mfc_actual_mln_min,mfc_flow_used_mln_min,co2_supply_inst_umol_s,co2_supply_avg_umol_s,A_MFC_only_umol_s,A_MFC_only_smoothed_umol_s,co2_supplied_umol_step,co2_supplied_mmol_total,feedforward_flow_mln_min,raw_feedforward_flow_mln_min,dCdt_simple_ppm_s,dCdt_regression_ppm_s,dCdt_regression_short_ppm_s,storage_simple_umol_s,storage_regression_umol_s,storage_regression_short_umol_s,A_inst_umol_s,A_from_avg_supply_umol_s,A_regression_umol_s,A_regression_short_umol_s,A_smoothed_umol_s,A_regression_smoothed_umol_s,A_inst_umol_m2_s,A_from_avg_supply_umol_m2_s,A_MFC_only_umol_m2_s,A_regression_umol_m2_s,A_smoothed_umol_m2_s,control_note
2026-05-16 16:11:56,0.0,449.558,449.558,452.000,2.442,15.104700,100.837000,51.503500,0.704484,18.000000,97.056552,3.174600,3.174600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,,,,,,,,,,,,,below deadband; feedforward + feedback
2026-05-16 16:11:59,3.1,448.788,449.027,452.000,2.973,15.078700,100.834000,51.503500,0.710570,18.000000,97.053664,7.614714,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.750000,15.000000,-0.25599162,-0.15576056,-0.15576056,-24.844925,-15.117133,-15.117133,24.844925,24.844925,15.117133,15.117133,24.844925,15.117133,,,,,,below deadband; feedforward + feedback
2026-05-16 16:12:02,6.1,448.757,448.850,452.000,3.150,15.075300,100.832000,51.510100,0.712590,18.000000,97.051739,10.658100,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.562500,15.000000,-0.13334589,-0.09011494,-0.09011494,-12.941451,-8.745812,-8.745812,12.941451,12.941451,8.745812,8.745812,18.893188,11.931472,,,,,,below deadband; feedforward + feedback
2026-05-16 16:12:06,9.6,448.011,448.628,452.000,3.372,15.104000,100.831000,51.510200,0.711947,18.000000,97.050777,13.054955,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.671875,15.000000,-0.16272336,-0.11340994,-0.11340994,-15.792428,-11.006523,-11.006523,15.792428,15.792428,11.006523,11.006523,17.859601,11.623156,,,,,,below deadband; feedforward + feedback
2026-05-16 16:12:09,13.1,447.920,448.433,452.000,3.567,15.125000,100.836000,51.506800,0.712324,18.000000,97.055589,14.891295,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.253906,15.000000,-0.12593321,-0.11261822,-0.11261822,-12.222522,-10.930228,-10.930228,12.222522,12.222522,10.930228,10.930228,16.450331,11.449924,,,,,,below deadband; feedforward + feedback
2026-05-16 16:12:12,16.1,447.630,448.177,452.000,3.823,15.110700,100.834000,51.513500,0.712826,18.000000,97.053664,16.410373,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.440430,15.000000,-0.12044806,-0.11259002,-0.11259002,-11.689925,-10.927274,-10.927274,11.689925,11.689925,10.927274,10.927274,15.498250,11.345394,,,,,,below deadband; feedforward + feedback
2026-05-16 16:12:15,19.1,447.225,447.864,452.000,4.136,15.118800,100.835000,51.510100,0.712508,18.000000,97.054627,17.707122,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.330322,15.000000,-0.12274479,-0.11179396,-0.11179396,-11.912950,-10.850121,-10.850121,11.912950,11.912950,10.850121,10.850121,14.900700,11.262848,,,,,,below deadband; feedforward + feedback
2026-05-16 16:12:19,22.6,447.143,447.528,452.000,4.472,15.119100,100.838000,51.510100,0.710720,18.000000,97.057514,18.782001,4.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.968358,14.882464,-0.10730052,-0.10187082,-0.10187082,-10.414322,-9.887328,-9.887328,10.414322,10.414322,9.887328,9.887328,14.259789,11.066346,,,,,,below deadband; feedforward + feedback
2026-05-16 16:12:22,26.1,446.490,447.199,452.000,4.801,15.109800,100.837000,51.506800,0.709820,18.000000,97.056552,19.628671,8.000000,8.000000,3.725000,3.725000,2.732667,0.000000,0.000000,0.000000,1.395777,0.010558,13.386807,14.642156,-0.11796871,-0.09929088,-0.09929088,-11.449637,-9.636831,-9.636831,14.182304,11.449637,9.636831,9.636831,13.908520,10.887656,,,,,,below deadband; feedforward + feedback
2026-05-16 16:12:26,29.6,447.803,447.105,452.000,4.895,15.085800,100.834000,51.500200,0.713330,18.000000,97.053664,19.938189,12.000000,12.000000,7.881250,7.881250,5.888247,0.000000,0.000000,0.000000,3.015923,0.031047,13.574473,14.137470,-0.05947761,-0.07738166,-0.07738166,-5.772520,-7.510174,-7.510174,11.660767,5.772520,7.510174,7.510174,13.004520,10.512380,,,,,,below deadband; feedforward + feedback
2026-05-16 16:12:29,33.1,447.380,447.132,452.000,4.868,15.081900,100.836000,51.506800,0.708594,18.000000,97.055589,19.893570,16.000000,16.000000,12.025000,12.025000,8.890463,0.131709,0.131709,0.011974,4.411113,0.061914,13.565820,13.539862,-0.06598623,-0.06117074,-0.06117074,-6.404332,-5.936962,-5.936962,15.294795,6.536041,6.068671,6.068671,12.357672,10.068009,,,,,,below deadband; feedforward + feedback
