timestamp,elapsed_s,li850_co2_ppm,co2_avg_ppm,target_co2_ppm,co2_error_ppm,li850_h2o_mmol_mol,li850_cellpres_kpa,li850_celltemp_c,li850_flowrate,chamber_air_temp_c,chamber_air_mol,dCdt_ppm_s,supply_ppm_s,storage_umol_s,mfc_setpoint_mln_min,mfc_actual_mln_min,co2_supplied_umol_s,co2_supplied_umol_step,co2_supplied_mmol_total,A_canopy_1_umol_mol_s,A_canopy_2_umol_s,A_canopy_area_umol_m2_s,control_note
2026-05-04 17:34:35,0.0,436.041,436.041,440.000,3.959,14.536200,101.068000,51.506800,0.724784,25.000000,94.994967,,,,15.836000,0.000000,0.000000,0.000000,0.000000,,,,CO2 below target; MFC adding CO2
2026-05-04 17:34:40,5.3,436.205,435.852,440.000,4.148,14.537100,101.070000,51.510100,0.711180,25.000000,94.996846,0.03328479,0.12245064,3.161950,16.592667,15.643750,11.632425,11.729109,0.059025,0.08916585,8.470475,,CO2 below target; MFC adding CO2
2026-05-04 17:34:46,11.3,436.068,436.084,440.000,3.916,14.536800,101.073000,51.510100,0.717274,25.000000,94.999666,0.04461578,0.12934474,4.238484,15.663200,16.525000,12.287707,12.398684,0.132318,0.08472896,8.049223,,CO2 below target; MFC adding CO2
2026-05-04 17:34:51,16.3,435.284,436.233,440.000,3.767,14.546100,101.073000,51.511800,0.714832,25.000000,94.999666,0.02517653,0.12234917,2.391762,15.068400,15.631250,11.623130,11.733692,0.190918,0.09717264,9.231368,,CO2 below target; MFC adding CO2
2026-05-04 17:34:57,22.3,435.828,436.404,440.000,3.596,14.540100,101.072000,51.511800,0.712930,25.000000,94.998726,0.03086043,0.11775184,2.931702,14.382400,15.043750,11.186275,11.284432,0.258282,0.08689141,8.254573,,CO2 below target; MFC adding CO2
2026-05-04 17:35:03,28.3,438.356,437.210,440.000,2.790,14.536600,101.068000,51.505200,0.717251,25.000000,94.994967,0.06503752,0.11247287,6.178237,11.162000,14.368750,10.684357,10.778294,0.322637,0.04743535,4.506120,,CO2 below target; MFC adding CO2
2026-05-04 17:35:08,33.3,437.929,437.750,440.000,2.250,14.535900,101.073000,51.510200,0.714557,25.000000,94.999666,0.06991666,0.08443609,6.642060,8.998400,10.787500,8.021400,8.066744,0.362193,0.01451943,1.379341,,CO2 below target; MFC adding CO2
2026-05-04 17:35:14,39.3,437.477,437.681,440.000,2.319,14.539300,101.067000,51.505200,0.718608,25.000000,94.994027,0.06605247,0.07015559,6.274590,9.274800,8.962500,6.664362,6.708184,0.402459,0.00410312,0.389772,,CO2 below target; MFC adding CO2
2026-05-04 17:35:19,44.3,438.211,437.953,440.000,2.047,14.535200,101.072000,51.508500,0.716829,25.000000,94.998726,0.07433835,0.07250030,7.062048,8.187600,9.262500,6.887436,6.933609,0.436811,-0.00183805,-0.174612,,CO2 below target; MFC adding CO2
2026-05-04 17:35:25,50.3,438.135,438.377,440.000,1.623,14.544200,101.071000,51.508500,0.714398,25.000000,94.997786,0.05376883,0.06168946,5.107920,0.000000,7.881250,5.860363,6.137397,0.473816,0.00792063,0.752443,,within lower deadband; MFC zero
2026-05-04 17:35:30,55.3,438.855,438.518,440.000,1.482,14.545000,101.071000,51.511800,0.714927,25.000000,94.997786,0.03897028,0.00000000,3.702090,0.000000,0.000000,0.000000,0.000000,0.473816,-0.03897028,-3.702090,,within lower deadband; MFC zero
2026-05-04 17:35:36,61.3,438.385,438.492,440.000,1.508,14.550100,101.070000,51.506800,0.713822,25.000000,94.996846,0.03255852,0.00000000,3.092956,0.000000,0.000000,0.000000,0.000000,0.473816,-0.03255852,-3.092956,,within lower deadband; MFC zero
2026-05-04 17:35:42,67.3,438.182,438.308,440.000,1.692,14.558300,101.072000,51.510200,0.714000,25.000000,94.998726,0.00464518,0.00000000,0.441286,0.000000,0.000000,0.000000,0.000000,0.473816,-0.00464518,-0.441286,,within lower deadband; MFC zero
2026-05-04 17:35:47,72.3,437.869,438.175,440.000,1.825,14.546700,101.070000,51.506800,0.716217,25.000000,94.996846,-0.01355806,0.00000000,-1.287973,0.000000,0.000000,0.000000,0.000000,0.473816,0.01355806,1.287973,,within lower deadband; MFC zero
2026-05-04 17:35:53,78.3,437.892,438.151,440.000,1.849,14.544800,101.070000,51.511800,0.718583,25.000000,94.996846,-0.01536916,0.00000000,-1.460021,0.000000,0.000000,0.000000,0.000000,0.473816,0.01536916,1.460021,,within lower deadband; MFC zero
2026-05-04 17:35:58,83.3,438.070,438.059,440.000,1.941,14.541500,101.069000,51.501900,0.718592,25.000000,94.995906,-0.02037763,0.00000000,-1.935791,0.000000,0.000000,0.000000,0.000000,0.473816,0.02037763,1.935791,,within lower deadband; MFC zero
2026-05-04 17:36:04,89.3,437.822,437.894,440.000,2.106,14.539000,101.070000,51.506800,0.714906,25.000000,94.996846,-0.01974505,0.00000000,-1.875717,8.424800,0.000000,0.000000,0.000000,0.473816,0.01974505,1.875717,,CO2 below target; MFC adding CO2
2026-05-04 17:36:10,95.3,437.949,437.576,440.000,2.424,14.546800,101.071000,51.505200,0.715015,25.000000,94.997786,-0.02416182,0.06477149,-2.295320,9.694400,8.275000,6.153148,6.183188,0.492376,0.08893331,8.448468,,CO2 below target; MFC adding CO2
2026-05-04 17:36:15,100.3,437.427,437.473,440.000,2.527,14.546000,101.072000,51.510200,0.713014,25.000000,94.998726,-0.03248911,0.07788157,-3.086424,10.108400,9.950000,7.398650,7.403333,0.527710,0.11037068,10.485074,,CO2 below target; MFC adding CO2
2026-05-04 17:36:21,106.3,437.635,437.342,440.000,2.658,14.553400,101.068000,51.506800,0.716411,25.000000,94.994967,-0.02969714,0.07896094,-2.821079,10.631200,10.087500,7.500892,7.541500,0.572381,0.10865808,10.321971,,CO2 below target; MFC adding CO2
2026-05-04 17:36:26,111.3,437.682,437.522,440.000,2.478,14.541000,101.071000,51.510200,0.713646,25.000000,94.997786,-0.01380427,0.08433992,-1.311375,9.913200,10.775000,8.012106,8.013801,0.611714,0.09814419,9.323481,,CO2 below target; MFC adding CO2
2026-05-04 17:36:32,117.3,437.907,437.790,440.000,2.210,14.544000,101.072000,51.510200,0.713718,25.000000,94.998726,0.00989687,0.07739236,0.940190,8.838400,9.887500,7.352176,7.408424,0.656103,0.06749549,6.411986,,CO2 below target; MFC adding CO2
2026-05-04 17:36:37,122.3,437.492,437.767,440.000,2.233,14.554400,101.069000,51.513500,0.717971,25.000000,94.995906,0.01385798,0.06580014,1.316451,8.931600,8.406250,6.250744,6.285106,0.687067,0.05194216,4.934292,,CO2 below target; MFC adding CO2
2026-05-04 17:36:43,128.3,437.798,437.651,440.000,2.349,14.546900,101.071000,51.503500,0.714408,25.000000,94.997786,0.01551286,0.06932115,1.473687,9.396800,8.856250,6.585356,6.636226,0.726418,0.05380829,5.111669,,CO2 below target; MFC adding CO2
2026-05-04 17:36:49,134.3,438.326,437.903,440.000,2.097,14.556400,101.071000,51.510200,0.717126,25.000000,94.997786,0.01343104,0.07352836,1.275919,8.388800,9.393750,6.985032,7.019296,0.768018,0.06009732,5.709113,,CO2 below target; MFC adding CO2
2026-05-04 17:36:54,139.3,437.398,437.953,440.000,2.047,14.553700,101.069000,51.505200,0.716671,25.000000,94.995906,0.00669662,0.06560445,0.636151,8.186000,8.381250,6.232154,6.290688,0.799684,0.05890783,5.596003,,CO2 below target; MFC adding CO2
2026-05-04 17:37:00,145.3,438.025,438.026,440.000,1.974,14.557900,101.071000,51.506800,0.713429,25.000000,94.997786,0.01874179,0.06139594,1.780429,0.000000,7.843750,5.832478,6.117143,0.836243,0.04265414,4.052049,,within lower deadband; MFC zero
2026-05-04 17:37:05,150.3,438.344,438.342,440.000,1.658,14.555000,101.072000,51.508500,0.715626,25.000000,94.998726,0.02718335,0.00000000,2.582384,0.000000,0.000000,0.000000,0.000000,0.836243,-0.02718335,-2.582384,,within lower deadband; MFC zero
2026-05-04 17:37:11,156.3,438.377,438.307,440.000,1.693,14.557000,101.072000,51.508500,0.713909,25.000000,94.998726,0.01611370,0.00000000,1.530781,0.000000,0.000000,0.000000,0.000000,0.836243,-0.01611370,-1.530781,,within lower deadband; MFC zero
2026-05-04 17:37:16,161.3,438.267,438.207,440.000,1.793,14.553800,101.071000,51.503500,0.712615,25.000000,94.997786,0.01061996,0.00000000,1.008873,0.000000,0.000000,0.000000,0.000000,0.836243,-0.01061996,-1.008873,,within lower deadband; MFC zero
2026-05-04 17:37:22,167.3,437.968,438.329,440.000,1.671,14.549400,101.070000,51.505200,0.717573,25.000000,94.996846,0.01014550,0.00000000,0.963790,0.000000,0.000000,0.000000,0.000000,0.836243,-0.01014550,-0.963790,,within lower deadband; MFC zero
2026-05-04 17:37:28,173.3,438.297,438.183,440.000,1.817,14.556600,101.071000,51.510100,0.712394,25.000000,94.997786,-0.00335134,0.00000000,-0.318370,0.000000,0.000000,0.000000,0.000000,0.836243,0.00335134,0.318370,,within lower deadband; MFC zero
2026-05-04 17:37:33,178.3,438.065,438.095,440.000,1.905,14.549700,101.071000,51.503500,0.716254,25.000000,94.997786,-0.00803245,0.00000000,-0.763065,0.000000,0.000000,0.000000,0.000000,0.836243,0.00803245,0.763065,,within lower deadband; MFC zero
2026-05-04 17:37:39,184.3,437.379,437.807,440.000,2.193,14.550600,101.071000,51.505200,0.713716,25.000000,94.997786,-0.02376228,0.00000000,-2.257364,8.771200,0.000000,0.000000,0.000000,0.836243,0.02376228,2.257364,,CO2 below target; MFC adding CO2
2026-05-04 17:37:44,189.3,437.453,437.545,440.000,2.455,14.553100,101.072000,51.508500,0.711874,25.000000,94.998726,-0.03793773,0.06643415,-3.604036,9.821200,8.487500,6.311160,6.371875,0.871013,0.10437188,9.915196,,CO2 below target; MFC adding CO2
2026-05-04 17:37:50,195.3,437.613,437.471,440.000,2.529,14.560900,101.072000,51.510100,0.715551,25.000000,94.998726,-0.03210138,0.07631611,-3.049590,10.116800,9.750000,7.249933,7.292301,0.913765,0.10841748,10.299523,,CO2 below target; MFC adding CO2
2026-05-04 17:37:55,200.3,437.314,437.466,440.000,2.534,14.558600,101.069000,51.508500,0.716045,25.000000,94.995906,-0.02514556,0.07886232,-2.388725,10.134800,10.075000,7.491598,7.553558,0.951112,0.10400788,9.880323,,CO2 below target; MFC adding CO2
2026-05-04 17:38:01,206.3,437.802,437.682,440.000,2.318,14.558700,101.071000,51.510200,0.718643,25.000000,94.997786,0.00171259,0.07905644,0.162692,9.271200,10.100000,7.510187,7.560574,0.996136,0.07734385,7.347495,,CO2 below target; MFC adding CO2
2026-05-04 17:38:07,212.2,438.386,437.937,440.000,2.063,14.563900,101.080000,51.505200,0.711465,25.000000,95.006245,0.02239294,0.05121580,2.127469,8.250400,6.543750,4.865820,4.893210,1.043157,0.02882286,2.738352,,CO2 below target; MFC adding CO2
2026-05-04 17:38:12,217.3,437.839,437.997,440.000,2.003,14.561500,101.073000,51.510200,0.709735,25.000000,94.999666,0.02507820,0.06305801,2.382421,8.012000,8.056250,5.990490,6.047270,1.071960,0.03797981,3.608069,,CO2 below target; MFC adding CO2
2026-05-04 17:38:18,223.3,438.010,438.036,440.000,1.964,14.565600,101.070000,51.505200,0.716525,25.000000,94.996846,0.02236657,0.06085841,2.124754,0.000000,7.775000,5.781357,5.989445,1.107620,0.03849183,3.656603,,within lower deadband; MFC zero
2026-05-04 17:38:23,228.3,437.880,438.075,440.000,1.925,14.556600,101.071000,51.503500,0.717046,25.000000,94.997786,0.01822568,0.00000000,1.731399,0.000000,0.000000,0.000000,0.000000,1.107620,-0.01822568,-1.731399,,within lower deadband; MFC zero
2026-05-04 17:38:29,234.3,437.855,438.042,440.000,1.958,14.560900,101.072000,51.506800,0.711957,25.000000,94.998726,0.00177306,0.00000000,0.168439,0.000000,0.000000,0.000000,0.000000,1.107620,-0.00177306,-0.168439,,within lower deadband; MFC zero
2026-05-04 17:38:34,239.3,437.884,437.947,440.000,2.053,14.560600,101.069000,51.500200,0.712377,25.000000,94.995906,-0.00235178,0.00000000,-0.223409,8.213600,0.000000,0.000000,0.000000,1.107620,0.00235178,0.223409,,CO2 below target; MFC adding CO2
2026-05-04 17:38:40,245.3,437.756,437.902,440.000,2.098,14.561400,101.070000,51.505200,0.714498,25.000000,94.996846,-0.01041270,0.06173900,-0.989174,8.393200,7.887500,5.865010,5.897892,1.145318,0.07215170,6.854184,,CO2 below target; MFC adding CO2
2026-05-04 17:38:46,251.2,437.626,437.803,440.000,2.197,14.574500,101.069000,51.506800,0.714985,25.000000,94.995906,-0.00991397,0.05645603,-0.941787,8.789600,7.212500,5.363092,5.081051,1.178536,0.06637000,6.304878,,CO2 below target; MFC adding CO2
2026-05-04 17:38:51,256.3,437.850,437.870,440.000,2.130,14.555200,101.069000,51.511800,0.715425,25.000000,94.995906,-0.00857035,0.06907791,-0.814149,8.518000,8.825000,6.562119,6.622627,1.211104,0.07764827,7.376267,,CO2 below target; MFC adding CO2
2026-05-04 17:38:57,262.2,438.219,437.894,440.000,2.106,14.558800,101.070000,51.503500,0.717393,25.000000,94.996846,0.00096428,0.06526135,0.091603,8.422800,8.337500,6.199622,6.239430,1.247445,0.06429707,6.108019,,CO2 below target; MFC adding CO2
2026-05-04 17:39:02,267.3,438.295,438.156,440.000,1.844,14.561900,101.068000,51.508500,0.720857,25.000000,94.994967,0.01724009,0.05694581,1.637722,0.000000,7.275000,5.409565,6.015137,1.276485,0.03970572,3.771844,,within lower deadband; MFC zero
2026-05-04 17:39:08,273.3,437.980,438.353,440.000,1.647,14.561400,101.069000,51.513500,0.714776,25.000000,94.995906,0.02260459,0.00000000,2.147344,0.000000,0.000000,0.000000,0.000000,1.276485,-0.02260459,-2.147344,,within lower deadband; MFC zero
2026-05-04 17:39:13,278.3,438.169,438.252,440.000,1.748,14.559600,101.067000,51.500200,0.717136,25.000000,94.994027,0.01911887,0.00000000,1.816178,0.000000,0.000000,0.000000,0.000000,1.276485,-0.01911887,-1.816178,,within lower deadband; MFC zero
2026-05-04 17:39:19,284.3,437.860,438.119,440.000,1.881,14.571900,101.071000,51.506800,0.711976,25.000000,94.997786,0.00361274,0.00000000,0.343203,0.000000,0.000000,0.000000,0.000000,1.276485,-0.00361274,-0.343203,,within lower deadband; MFC zero
2026-05-04 17:39:25,290.2,438.131,438.042,440.000,1.958,14.563700,101.068000,51.508500,0.714897,25.000000,94.994967,-0.01298956,0.00000000,-1.233943,0.000000,0.000000,0.000000,0.000000,1.276485,0.01298956,1.233943,,within lower deadband; MFC zero
2026-05-04 17:39:30,295.3,437.441,437.925,440.000,2.075,14.560300,101.070000,51.513500,0.714623,25.000000,94.996846,-0.02027958,0.00000000,-1.926496,8.298400,0.000000,0.000000,0.000000,1.276485,0.02027958,1.926496,,CO2 below target; MFC adding CO2
2026-05-04 17:39:36,301.2,437.192,437.627,440.000,2.373,14.562200,101.069000,51.508500,0.716818,25.000000,94.995906,-0.02544854,0.06457709,-2.417507,9.493200,8.250000,6.134559,6.172040,1.315760,0.09002563,8.552066,,CO2 below target; MFC adding CO2
2026-05-04 17:39:41,306.3,437.838,437.556,440.000,2.444,14.564700,101.069000,51.506800,0.714317,25.000000,94.995906,-0.02590790,0.05552651,-2.461145,9.775200,7.093750,5.274791,5.352239,1.349355,0.08143441,7.735936,,CO2 below target; MFC adding CO2
2026-05-04 17:39:47,312.3,437.610,437.689,440.000,2.311,14.567200,101.067000,51.508500,0.714376,25.000000,94.994027,-0.01749797,0.07436296,-1.662203,9.244400,9.500000,7.064037,7.112431,1.390430,0.09186094,8.726240,,CO2 below target; MFC adding CO2
2026-05-04 17:39:52,317.3,437.659,437.555,440.000,2.445,14.565300,101.070000,51.515200,0.714976,25.000000,94.996846,-0.01702678,0.07044703,-1.617490,9.778400,9.000000,6.692246,6.731433,1.424095,0.08747381,8.309736,,CO2 below target; MFC adding CO2
2026-05-04 17:39:58,323.3,437.473,437.571,440.000,2.429,14.564300,101.069000,51.508500,0.714766,25.000000,94.995906,0.00047536,0.07631837,0.045158,9.715600,9.750000,7.249933,7.300114,1.467112,0.07584301,7.204776,,CO2 below target; MFC adding CO2
